Accession	Description	GeneName	Peptides	PSMs	AAs	MW.kDA	pI	QuantifyingPSMs	T37	T40	T47	T53	T59	T63	T69	T75	T81	T87
P31119	Bifunctional protein Aas OS=Escherichia coli (strain K12) GN=aas PE=1 SV=2	0	0	0	0	0	0	0	1	1.0987446852	1.0872964772	0.8801528688	0.3349856512	0.1635120129	0.1635120129	0.0640029754	0.0573114646	0.0568347881
P0ABD5	Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha OS=Escherichia coli (strain K12) GN=accA PE=1 SV=2	0	0	0	0	0	0	0	1	1.1649146169	1.0272954642	0.9965646137	0.3469219208	0.1071249668	0.1071249668	0.0467577954	0.0375988209	0.0367652797
P0ABD8	Biotin carboxyl carrier protein of acetyl-CoA carboxylase OS=Escherichia coli (strain K12) GN=accB PE=1 SV=1	0	0	0	0	0	0	0	1	1.2839678913	0.930385896	0.7613602089	0.4590134871	0.4146100521	0.4146100521	0.4575586059	0.5869281575	0.6134489688
P24182	Biotin carboxylase OS=Escherichia coli (strain K12) GN=accC PE=1 SV=2	0	0	0	0	0	0	0	1	1.1073206692	1.0914343774	0.9290305559	0.1319594934	0.0760763051	0.0760763051	0.0292897449	0.0232699029	0.0219743567
P0A9Q5	Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta OS=Escherichia coli (strain K12) GN=accD PE=1 SV=1	0	0	0	0	0	0	0	1	1.0893290997	1.0308390612	0.9711849752	0.4003047287	0.1227770378	0.1227770378	0.0694143558	0.0542437555	0.0557118693
P0A9G6	Isocitrate lyase OS=Escherichia coli (strain K12) GN=aceA PE=1 SV=1	0	0	0	0	0	0	0	1	1.0647028405	1.0495778548	0.3563355502	0.107286703	0.0631438016	0.0631438016	0.0250193672	0.0205439829	0.0200282427
P08997	Malate synthase A OS=Escherichia coli (strain K12) GN=aceB PE=1 SV=1	0	0	0	0	0	0	0	1	1.0707186118	1.097945866	0.8755763458	0.177931159	0.0922713381	0.0922713381	0.030976794	0.0224605872	0.0239085893
P0AFG8	Pyruvate dehydrogenase E1 component OS=Escherichia coli (strain K12) GN=aceE PE=1 SV=2	0	0	0	0	0	0	0	1	1.1090080466	1.0822026468	0.5987824225	0.1271249051	0.0619697779	0.0619697779	0.0211851522	0.017604739	0.0173873705
P06959	Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex OS=Escherichia coli (strain K12) GN=aceF PE=1 SV=3	0	0	0	0	0	0	0	1	1.0649578189	1.1057065895	0.7123133493	0.3337465653	0.223824794	0.223824794	0.0325422837	0.0259492681	0.0265152167
P0A6A3	Acetate kinase OS=Escherichia coli (strain K12) GN=ackA PE=1 SV=1	0	0	0	0	0	0	0	1	1.0685095809	1.0940021369	0.9976611821	0.5953320238	0.3596811515	0.3596811515	0.0392723645	0.0270433843	0.0231555266
P25516	Aconitate hydratase A OS=Escherichia coli (strain K12) GN=acnA PE=1 SV=3	0	0	0	0	0	0	0	1	1.0431454221	1.0756814405	0.9698676269	0.5334073471	0.2971683629	0.2971683629	0.1001185969	0.0443453287	0.0418834251
P36683	Aconitate hydratase B OS=Escherichia coli (strain K12) GN=acnB PE=1 SV=3	0	0	0	0	0	0	0	1	1.0675741297	1.0285866972	0.4530015554	0.17443384	0.1214037932	0.1214037932	0.0287577359	0.0219280946	0.021127729
P0A6A8	Acyl carrier protein OS=Escherichia coli (strain K12) GN=acpP PE=1 SV=2	0	0	0	0	0	0	0	1	1.0126682128	0.9619442858	0.8632675743	0.6213404262	0.4627666802	0.4627666802	1.0231062376	1.1325939787	1.1929971576
