Accession	Description	GeneName	Peptides	PSMs	AAs	MW.kDA	pI	QuantifyingPSMs	T37	T40	T47	T53	T59	T63	T69	T75	T81	T87
P31119	Bifunctional protein Aas OS=Escherichia coli (strain K12) GN=aas PE=1 SV=2	0	0	0	0	0	0	0	1	1.0689810085	1.059297635	0.8359975959	0.3651339869	0.1366905241	0.1366905241	0.0548586318	0.0404064835	0.0408833435
P0ABD5	Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha OS=Escherichia coli (strain K12) GN=accA PE=1 SV=2	0	0	0	0	0	0	0	1	1.079601654	1.028342895	0.8948503067	0.3472885706	0.0943878544	0.0943878544	0.0408839063	0.0321813985	0.0323384445
P0ABD8	Biotin carboxyl carrier protein of acetyl-CoA carboxylase OS=Escherichia coli (strain K12) GN=accB PE=1 SV=1	0	0	0	0	0	0	0	1	1.2948404653	0.9267487387	0.8503314891	0.4781675805	0.4440531364	0.4440531364	0.5121314933	0.620450123	0.6758938727
P24182	Biotin carboxylase OS=Escherichia coli (strain K12) GN=accC PE=1 SV=2	0	0	0	0	0	0	0	1	1.0531036905	1.066851477	0.876279504	0.1507174236	0.0969626511	0.0969626511	0.029412098	0.0238293659	0.0221891575
P0A9Q5	Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta OS=Escherichia coli (strain K12) GN=accD PE=1 SV=1	0	0	0	0	0	0	0	1	1.0579635384	1.0394693692	0.8756726109	0.3998235252	0.1048446409	0.1048446409	0.048126059	0.0398463351	0.0364869025
P0A9G6	Isocitrate lyase OS=Escherichia coli (strain K12) GN=aceA PE=1 SV=1	0	0	0	0	0	0	0	1	1.0687177386	1.0685578664	0.4150010648	0.1226787234	0.0767717777	0.0767717777	0.0322220738	0.0272579725	0.0289117583
P08997	Malate synthase A OS=Escherichia coli (strain K12) GN=aceB PE=1 SV=1	0	0	0	0	0	0	0	1	1.0452454478	1.0643219991	0.8416561121	0.1717992556	0.0927003886	0.0927003886	0.0262944372	0.0212066987	0.0209708434
P0AFG8	Pyruvate dehydrogenase E1 component OS=Escherichia coli (strain K12) GN=aceE PE=1 SV=2	0	0	0	0	0	0	0	1	1.0595977685	1.0660890683	0.5851970074	0.1352324449	0.0648424284	0.0648424284	0.0230366642	0.0193385349	0.0186798466
P06959	Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex OS=Escherichia coli (strain K12) GN=aceF PE=1 SV=3	0	0	0	0	0	0	0	1	1.0697933064	1.0801949437	0.7187132642	0.3355378159	0.2191413914	0.2191413914	0.034795065	0.0308049569	0.0284703809
P0A6A3	Acetate kinase OS=Escherichia coli (strain K12) GN=ackA PE=1 SV=1	0	0	0	0	0	0	0	1	0.9777093045	1.0504470703	0.9015483615	0.6322523175	0.3330213488	0.3330213488	0.0420042458	0.0290532402	0.0267588177
P25516	Aconitate hydratase A OS=Escherichia coli (strain K12) GN=acnA PE=1 SV=3	0	0	0	0	0	0	0	1	1.0444733042	1.0561558274	0.9121755078	0.5215955316	0.2899944423	0.2899944423	0.1100780419	0.0546291496	0.049476461
P36683	Aconitate hydratase B OS=Escherichia coli (strain K12) GN=acnB PE=1 SV=3	0	0	0	0	0	0	0	1	1.0450272956	1.0297919869	0.4784325652	0.196046273	0.1485734036	0.1485734036	0.0607066906	0.0596783319	0.0551828001
P0A6A8	Acyl carrier protein OS=Escherichia coli (strain K12) GN=acpP PE=1 SV=2	0	0	0	0	0	0	0	1	1.0698658089	0.9827000128	0.8722082769	0.6164905372	0.4735501647	0.4735501647	1.0035113445	1.2650952184	0.8769584911
P24224	Holo-[acyl-carrier-protein] synthase OS=Escherichia coli (strain K12) GN=acpS PE=1 SV=3	0	0	0	0	0	0	0	1	1.1083144752	1.0163880837	0.663055038	0.3717794117	0.2834913869	0.2834913869	0.0513205547	0.0406881253	0.0471044513
P0AE06	Multidrug efflux pump subunit AcrA OS=Escherichia coli (strain K12) GN=acrA PE=1 SV=1	0	0	0	0	0	0	0	1	1.0654181837	0.9945376961	0.5956685147	0.3768364395	0.3903597057	0.3903597057	0.2941064183	0.3103124488	0.3318768532
P31224	Multidrug efflux pump subunit AcrB OS=Escherichia coli (strain K12) GN=acrB PE=1 SV=1	0	0	0	0	0	0	0	1	1.1146725074	1.0025948707	0.8669336786	0.5917879662	0.2351908115	0.2351908115	0.0925738768	0.0731977342	0.0578768866
P0ACS9	HTH-type transcriptional regulator AcrR OS=Escherichia coli (strain K12) GN=acrR PE=1 SV=1	0	0	0	0	0	0	0	1	1.0448087093	1.012056724	0.6196431015	0.1589025244	0.1011812867	0.1011812867	0.0454496056	0.0370036476	0.0325242107
P27550	Acetyl-coenzyme A synthetase OS=Escherichia coli (strain K12) GN=acs PE=1 SV=2	0	0	0	0	0	0	0	1	1.0796143098	1.0499838424	0.6450313283	0.1936157492	0.1296288779	0.1296288779	0.0668330439	0.0623765588	0.0580183742
P26646	Probable acrylyl-CoA reductase AcuI OS=Escherichia coli (strain K12) GN=acuI PE=1 SV=1	0	0	0	0	0	0	0	1	1.0284437097	1.0288381984	0.4498156016	0.1916674188	0.1133516405	0.1133516405	0.0394570879	0.0314909399	0.0331145342
P22333	Adenosine deaminase OS=Escherichia coli (strain K12) GN=add PE=3 SV=2	0	0	0	0	0	0	0	1	1.1063938544	0.9924293987	0.5052829317	0.2092299119	0.2154982809	0.2154982809	0.1723198555	0.0831552727	0.0295647251
P31441	Adenine deaminase OS=Escherichia coli (strain K12) GN=ade PE=1 SV=2	0	0	0	0	0	0	0	1	1.0928834737	1.0967187699	0.7581004529	0.4677608443	0.2817697432	0.2817697432	0.0478696013	0.0401889857	0.0333969069
P31466	Adenine permease AdeP OS=Escherichia coli (strain K12) GN=adeP PE=1 SV=2	0	0	0	0	0	0	0	1	1.0527290031	1.0369019627	0.7261785264	0.5176475757	0.4058070177	0.4058070177	0.1265878153	0.0660761922	0.0556084084
P0A9Q7	Aldehyde-alcohol dehydrogenase OS=Escherichia coli (strain K12) GN=adhE PE=1 SV=2	0	0	0	0	0	0	0	1	1.077767466	1.0188133662	0.6337266086	0.318005826	0.2480107357	0.2480107357	0.0286234131	0.0217803046	0.0205244522
